,index,budget,genres,original_language,production_companies,release_date,revenue,runtime,title,budget_revenue_ratio
3391,3391,0,Comedy Crime Drama,en,"[{""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Isle of Man Film Commission"", ""id"": 8719}, {""name"": ""Recorded Picture Company (RPC)"", ""id"": 11561}, {""name"": ""Pinewood Studios"", ""id"": 19404}]",2013-11-15,523511,93.0,Dom Hemingway,inf
3910,3910,0,Romance Thriller Western,en,"[{""name"": ""The New Zealand Film Commission"", ""id"": 7714}, {""name"": ""Film4"", ""id"": 9349}, {""name"": ""See Saw Films"", ""id"": 14631}, {""name"": ""A24"", ""id"": 41077}, {""name"": ""DMC Films"", ""id"": 58085}]",2015-04-16,229094,84.0,Slow West,inf
1664,1664,0,Thriller Action Crime Drama,en,"[{""name"": ""Original Film"", ""id"": 333}, {""name"": ""WWE Studios"", ""id"": 10339}]",2013-03-08,18074539,118.0,Dead Man Down,inf
1667,1667,0,Action Adventure Drama Romance,en,"[{""name"": ""Tag Entertainment"", ""id"": 2636}]",2005-08-16,3102550,80.0,Supercross,inf
3428,3428,0,Horror Thriller,en,"[{""name"": ""Destination Films"", ""id"": 769}]",1999-10-22,10,91.0,Bats,inf
3345,3345,0,Comedy Romance,en,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Ringerike Erste Filmproduktion"", ""id"": 49123}]",2008-02-08,55447968,112.0,"Definitely, Maybe",inf
3915,3915,0,Comedy Romance,en,"[{""name"": ""Beacon Communications"", ""id"": 919}]",1999-05-12,9016377,94.0,Trippin',inf
4439,4439,0,Drama,en,"[{""name"": ""Forest Whitaker's Significant Productions"", ""id"": 14638}, {""name"": ""OG Project"", ""id"": 14639}]",2013-07-25,17385830,85.0,Fruitvale Station,inf
3778,3778,0,Drama Romance,en,"[{""name"": ""Goldcrest Films International"", ""id"": 500}, {""name"": ""Atlantic Pictures"", ""id"": 5387}, {""name"": ""Gigi Productions"", ""id"": 7499}]",2011-06-17,1406224,83.0,The Art of Getting By,inf
4391,4391,0,Comedy Thriller Crime,en,"[{""name"": ""Splendid Film"", ""id"": 8146}]",2010-07-01,14870,93.0,The Perfect Host,inf
1772,1772,0,Comedy Drama,en,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",1999-11-26,4488529,112.0,Flawless,inf
1626,1626,0,Fantasy Drama Action Comedy Crime,en,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""Pariah"", ""id"": 11733}, {""name"": ""S E Productions Inc."", ""id"": 89632}]",2006-06-20,60896147,95.0,My Super Ex-Girlfriend,inf
3407,3407,0,Comedy Drama Family Music,en,"[{""name"": ""Disney Channel"", ""id"": 3213}]",2007-08-17,7000000,104.0,High School Musical 2,inf
3438,3438,0,Drama,en,"[{""name"": ""Becker International"", ""id"": 1915}, {""name"": ""Claraflora"", ""id"": 1916}, {""name"": ""EM Media"", ""id"": 1917}, {""name"": ""NorthSee"", ""id"": 1918}, {""name"": ""Weinstein Company, The"", ""id"": 7289}]",2007-09-26,8159508,121.0,Control,inf
1595,1595,0,Drama,en,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]",2006-01-13,42647449,118.0,Glory Road,inf
4533,4533,0,Romance Drama,en,"[{""name"": ""Burn Later Productions"", ""id"": 18346}]",2013-08-23,343341,90.0,Drinking Buddies,inf
1497,1497,0,Fantasy Comedy Drama,en,"[{""name"": ""Paramount Pictures"", ""id"": 4}]",1988-11-22,60328000,101.0,Scrooged,inf
1527,1527,0,Music Drama Family,en,"[{""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""The Charlie Mopic Company"", ""id"": 916}, {""name"": ""PolyGram Filmed Entertainment"", ""id"": 1382}, {""name"": ""Interscope Communications"", ""id"": 10201}]",1995-12-29,106269971,137.0,Mr. Holland's Opus,inf
2704,2704,0,Action Drama Thriller,en,"[{""name"": ""Mirage Enterprises"", ""id"": 932}, {""name"": ""Studio Canal"", ""id"": 5870}, {""name"": ""Working Title Films"", ""id"": 10163}]",2006-10-27,4291965,101.0,Catch a Fire,inf
1623,1623,0,Drama Music,en,"[{""name"": ""Universal Studios"", ""id"": 13}, {""name"": ""Imagine Films Entertainment"", ""id"": 11262}, {""name"": ""Jagged Films"", ""id"": 27319}]",2014-08-01,31911598,139.0,Get on Up,inf
4238,4238,1,Drama Comedy,en,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Charles Chaplin Productions"", ""id"": 1315}]",1936-02-05,8500000,87.0,Modern Times,8500000.0
3137,3137,10,Horror Thriller,en,"[{""name"": ""Lions Gate"", ""id"": 6644}, {""name"": ""Lions Gate Entertainments"", ""id"": 7035}]",2013-09-28,10000000,99.0,Nurse 3-D,1000000.0
4577,4577,15000,Horror Mystery,en,"[{""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""Solana Films"", ""id"": 21223}]",2007-09-14,193355800,86.0,Paranormal Activity,12890.386666666667
4582,4582,218,Documentary Drama,en,[],2003-10-19,1162014,91.0,Tarnation,5330.339449541284
4496,4496,60000,Horror Mystery,en,"[{""name"": ""Artisan Entertainment"", ""id"": 2188}, {""name"": ""Haxan Films"", ""id"": 15160}]",1999-07-14,248000000,81.0,The Blair Witch Project,4133.333333333333
4724,4724,10000,Drama Fantasy Horror Science Fiction,en,"[{""name"": ""American Film Institute (AFI)"", ""id"": 12226}, {""name"": ""Libra Films"", ""id"": 17877}]",1977-03-19,7000000,89.0,Eraserhead,700.0
4788,4788,12000,Horror Comedy Crime,en,"[{""name"": ""Dreamland Productions"", ""id"": 407}]",1972-03-12,6000000,93.0,Pink Flamingos,500.0
4742,4742,65000,Documentary Comedy Drama,en,"[{""name"": ""Kathbur Pictures"", ""id"": 8735}]",2004-01-17,28575078,100.0,Super Size Me,439.6165846153846
4723,4723,100000,Horror Thriller,en,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""Management 360"", ""id"": 4220}, {""name"": ""Tremendum Pictures"", ""id"": 69581}]",2015-07-10,42664410,87.0,The Gallows,426.6441
4514,4514,130000,Drama Thriller,en,"[{""name"": ""Plunge Pictures LLC"", ""id"": 22376}]",2004-08-06,54667954,79.0,Open Water,420.52272307692306
3159,3159,85000,Horror,en,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Vortex"", ""id"": 1197}]",1974-10-01,30859000,83.0,The Texas Chain Saw Massacre,363.0470588235294
4441,4441,858000,Animation Drama Family,en,"[{""name"": ""Walt Disney Productions"", ""id"": 3166}]",1942-08-14,267447150,70.0,Bambi,311.709965034965
4668,4668,100000,Comedy,en,[],1969-07-25,27000000,69.0,The Stewardesses,270.0
3737,3737,114000,Horror,en,"[{""name"": ""Laurel Group"", ""id"": 638}, {""name"": ""Off Color Films"", ""id"": 3139}, {""name"": ""Image Ten"", ""id"": 14121}, {""name"": ""Market Square Productions"", ""id"": 14122}]",1968-10-01,30000000,96.0,Night of the Living Dead,263.1578947368421
4670,4670,400000,Adventure Action Thriller Science Fiction,en,"[{""name"": ""Kennedy Miller Productions"", ""id"": 2537}, {""name"": ""Mad Max Films"", ""id"": 8831}, {""name"": ""Crossroads"", ""id"": 11962}]",1979-04-12,100000000,93.0,Mad Max,250.0
2409,2409,300000,Horror Thriller,en,"[{""name"": ""Compass International Pictures"", ""id"": 14323}, {""name"": ""Falcon International Productions"", ""id"": 22814}]",1978-10-25,70000000,91.0,Halloween,233.33333333333334
4467,4467,777000,Comedy Drama,en,"[{""name"": ""Lucasfilm"", ""id"": 1}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""The Coppola Company"", ""id"": 536}]",1973-08-01,140000000,110.0,American Graffiti,180.18018018018017
4704,4704,160000,Drama Music Romance,en,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Samson Films"", ""id"": 11571}, {""name"": ""RTE"", ""id"": 25489}]",2007-03-23,20710513,85.0,Once,129.44070625
4259,4259,1488423,Fantasy Animation Family,en,"[{""name"": ""Walt Disney Productions"", ""id"": 3166}]",1937-12-20,184925486,83.0,Snow White and the Seven Dwarfs,124.24256142239135
4333,4333,1000000,Drama,en,"[{""name"": ""United Artists"", ""id"": 60}]",1976-11-21,117235147,119.0,Rocky,117.235147
4773,4773,27000,Comedy,en,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""View Askew Productions"", ""id"": 16934}]",1994-09-13,3151130,92.0,Clerks,116.70851851851852
4575,4575,400000,Comedy,en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""MTV Films"", ""id"": 746}, {""name"": ""Access Films"", ""id"": 2339}, {""name"": ""Napoleon Pictures Limited"", ""id"": 2340}, {""name"": ""Carnival Films"", ""id"": 6196}]",2004-06-11,46118097,95.0,Napoleon Dynamite,115.2952425
4722,4722,100000,Drama,en,"[{""name"": ""Destination Films"", ""id"": 769}]",2006-09-29,10178331,111.0,Facing the Giants,101.78331
4347,4347,1000000,Thriller Horror,en,"[{""name"": ""Room 101"", ""id"": 6302}, {""name"": ""Prototype"", ""id"": 24048}]",2012-01-06,101758490,83.0,The Devil Inside,101.75849
4701,4701,150000,Action Drama Romance,en,"[{""name"": ""Yeah"", ""id"": 2404}]",1971-04-23,15200000,97.0,Sweet Sweetback's Baadasssss Song,101.33333333333333
3813,3813,4000000,Drama Romance War,en,"[{""name"": ""Selznick International Pictures"", ""id"": 1553}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",1939-12-15,400176459,238.0,Gone with the Wind,100.04411475
4661,4661,245000,Drama Romance War,en,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",1925-11-05,22000000,151.0,The Big Parade,89.79591836734694
4291,4291,1200000,Horror Mystery Crime,en,"[{""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""Twisted Pictures"", ""id"": 2061}, {""name"": ""Evolution Entertainment"", ""id"": 23019}, {""name"": ""Saw Productions Inc."", ""id"": 55405}]",2004-10-01,103911669,103.0,Saw,86.5930575
4595,4595,350000,Horror,en,"[{""name"": ""Renaissance Pictures"", ""id"": 467}]",1981-10-15,29400000,85.0,The Evil Dead,84.0
2967,2967,10500000,Science Fiction Adventure Family Fantasy,en,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Amblin Entertainment"", ""id"": 56}]",1982-04-03,792910554,115.0,E.T. the Extra-Terrestrial,75.51529085714286
3593,3593,5000000,Comedy Drama Romance,en,"[{""name"": ""Home Box Office (HBO)"", ""id"": 3268}, {""name"": ""Playtone"", ""id"": 4171}, {""name"": ""Gold Circle Films"", ""id"": 12026}, {""name"": ""Ontario Film Development Corporation"", ""id"": 22210}, {""name"": ""MPH Entertainment Productions"", ""id"": 95018}]",2002-02-22,368744044,95.0,My Big Fat Greek Wedding,73.7488088
3824,3824,3500000,Comedy,en,"[{""name"": ""Channel Four Films"", ""id"": 181}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Redwave Films"", ""id"": 8764}]",1997-08-13,257850122,91.0,The Full Monty,73.67146342857143
2912,2912,11000000,Adventure Action Science Fiction,en,"[{""name"": ""Lucasfilm"", ""id"": 1}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]",1977-05-25,775398007,121.0,Star Wars,70.49072790909091
2809,2809,7000000,Horror Thriller Adventure,en,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Zanuck/Brown Productions"", ""id"": 1865}]",1975-06-18,470654000,124.0,Jaws,67.23628571428571
4511,4511,500000,Drama,en,"[{""name"": ""Carmel Entertainment"", ""id"": 3290}, {""name"": ""Provident Films"", ""id"": 3291}, {""name"": ""Samuel Goldwyn Films"", ""id"": 9118}, {""name"": ""Affirm Films"", ""id"": 10156}, {""name"": ""Sherwood Pictures"", ""id"": 41967}]",2008-09-26,33456317,122.0,Fireproof,66.912634
3202,3202,5000000,Adventure Comedy,en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Rimfire Films"", ""id"": 15081}]",1986-09-26,328203506,97.0,Crocodile Dundee,65.6407012
4224,4224,1500000,Horror Thriller,en,"[{""name"": ""Alliance Films"", ""id"": 2514}, {""name"": ""IM Global"", ""id"": 7437}, {""name"": ""Stage 6 Films"", ""id"": 11341}, {""name"": ""Haunted Movies"", ""id"": 21742}]",2010-09-13,97009150,103.0,Insidious,64.67276666666666
4336,4336,1000000,Horror Thriller,en,"[{""name"": ""Bazelevs Production"", ""id"": 1038}, {""name"": ""Blumhouse Productions"", ""id"": 3172}]",2015-04-17,62882090,82.0,Unfriended,62.88209
4339,4339,950000,Adventure Action Thriller,en,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Eon Productions"", ""id"": 7576}]",1962-10-04,59600000,110.0,Dr. No,62.73684210526316
4796,4796,7000,Science Fiction Drama Thriller,en,"[{""name"": ""Thinkfilm"", ""id"": 446}]",2004-10-08,424760,77.0,Primer,60.68
3889,3889,3000000,Horror Thriller,en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""Solana Films"", ""id"": 21223}]",2010-10-20,177512032,91.0,Paranormal Activity 2,59.17067733333333
4696,4696,8000,Drama Romance,en,"[{""name"": ""EM Media"", ""id"": 1917}, {""name"": ""The Bureau"", ""id"": 10441}, {""name"": ""Glendale Picture Company"", ""id"": 10442}, {""name"": ""Synchronicity Films"", ""id"": 10443}]",2011-09-22,469947,96.0,Weekend,58.743375
4497,4497,600000,History Documentary Music,en,"[{""name"": ""Wadleigh-Maurice"", ""id"": 3816}, {""name"": ""Warner Bros."", ""id"": 6194}]",1970-03-26,34505110,225.0,Woodstock,57.508516666666665
2808,2808,8000000,Drama Horror Thriller,en,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Hoya Productions"", ""id"": 48184}]",1973-12-26,441306145,122.0,The Exorcist,55.163268125
4738,4738,60000,Mystery Drama Thriller,en,"[{""name"": ""Truth and Soul Pictures Inc"", ""id"": 379}, {""name"": ""Protozoa Pictures"", ""id"": 7503}, {""name"": ""Harvest Filmworks"", ""id"": 22566}, {""name"": ""Plantain Films"", ""id"": 22567}]",1998-07-10,3221152,84.0,Pi,53.68586666666667
3883,3883,2700000,Comedy,en,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Oregon Film Factory"", ""id"": 13298}, {""name"": ""Stage III Productions"", ""id"": 13300}]",1978-07-27,141000000,109.0,Animal House,52.22222222222222
3884,3884,2500000,Adventure Action Thriller,en,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Eon Productions"", ""id"": 7576}, {""name"": ""Danjaq"", ""id"": 10761}]",1964-09-17,124881062,110.0,Goldfinger,49.9524248
4631,4631,250000,Comedy Drama Romance,en,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""View Askew Productions"", ""id"": 16934}]",1997-04-04,12021272,113.0,Chasing Amy,48.085088
4350,4350,1000000,Documentary,en,"[{""name"": ""Lawrence Bender Productions"", ""id"": 2253}, {""name"": ""Paramount Classics"", ""id"": 2315}, {""name"": ""Participant Media"", ""id"": 6735}]",2006-01-24,46243000,100.0,An Inconvenient Truth,46.243
3997,3997,2600000,Western Comedy,en,"[{""name"": ""Crossbow Productions"", ""id"": 1296}, {""name"": ""Warner Bros."", ""id"": 6194}]",1974-02-07,119500000,93.0,Blazing Saddles,45.96153846153846
3696,3696,6000000,Comedy Drama Romance,en,"[{""name"": ""Channel Four Films"", ""id"": 181}, {""name"": ""PolyGram Filmed Entertainment"", ""id"": 1382}, {""name"": ""Working Title Films"", ""id"": 10163}]",1994-03-09,254700832,117.0,Four Weddings and a Funeral,42.45013866666667
4713,4713,160000,Documentary History,en,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Dog Eat Dog Films"", ""id"": 26137}]",1989-09-01,6706368,91.0,Roger & Me,41.9148
3559,3559,5000000,Horror,en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""Room 101"", ""id"": 6302}, {""name"": ""Solana Films"", ""id"": 21223}]",2011-10-19,205703818,83.0,Paranormal Activity 3,41.1407636
3337,3337,6000000,Drama Crime,en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Alfran Productions"", ""id"": 10211}]",1972-03-14,245066411,175.0,The Godfather,40.844401833333336
2170,2170,806948,Drama Horror Thriller,en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Shamley Productions"", ""id"": 10717}]",1960-06-16,32000000,109.0,Psycho,39.655591190510414
4071,4071,2000000,Action Thriller Adventure,en,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Eon Productions"", ""id"": 7576}, {""name"": ""Danjaq"", ""id"": 10761}]",1963-10-11,78898765,115.0,From Russia with Love,39.4493825
3418,3418,6500000,Horror,en,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""The Safran Company"", ""id"": 11565}, {""name"": ""Evergreen Media Group"", ""id"": 31375}, {""name"": ""RatPac-Dune Entertainment"", ""id"": 41624}]",2014-10-02,255273813,99.0,Annabelle,39.272894307692304
3555,3555,4000000,Horror,en,"[{""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""Got Films"", ""id"": 1053}, {""name"": ""Twisted Pictures"", ""id"": 2061}, {""name"": ""Evolution Entertainment"", ""id"": 23019}, {""name"": ""Saw 2 Productions"", ""id"": 64651}]",2005-10-28,152925093,92.0,Saw II,38.23127325
4170,4170,1800000,Horror Drama Thriller,en,"[{""name"": ""Strike Entertainment"", ""id"": 655}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Arcade Pictures"", ""id"": 11112}]",2010-08-27,67738090,87.0,The Last Exorcism,37.63227222222222
4335,4335,1000000,Adventure Comedy History Romance,en,"[{""name"": ""Woodfall Film Productions"", ""id"": 1980}]",1963-10-06,37600000,128.0,Tom Jones,37.6
4050,4050,2280000,Animation Family Music,en,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]",1940-11-13,83320000,124.0,Fantasia,36.54385964912281
3719,3719,3000000,Drama,en,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Fantasy Films"", ""id"": 286}, {""name"": ""Warner Bros."", ""id"": 6194}]",1975-11-18,108981275,133.0,One Flew Over the Cuckoo's Nest,36.32709166666667
3236,3236,8200000,Drama Family Music Romance,en,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Robert Wise Productions"", ""id"": 6304}, {""name"": ""Argyle Enterprises"", ""id"": 6305}]",1965-03-02,286214286,174.0,The Sound of Music,34.904181219512196
4082,4082,1000000,Drama,en,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Provident Films"", ""id"": 3291}, {""name"": ""Affirm Films"", ""id"": 10156}, {""name"": ""Sherwood Pictures"", ""id"": 41967}, {""name"": ""Alabama Production Group"", ""id"": 63902}]",2011-09-30,34522221,129.0,Courageous,34.522221
4516,4516,500000,Horror Science Fiction,en,"[{""name"": ""Arachnid Productions Ltd."", ""id"": 56482}]",1977-08-24,17000000,97.0,Kingdom of the Spiders,34.0
2668,2668,14000000,Romance Comedy,en,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Silver Screen Partners IV"", ""id"": 10282}]",1990-03-23,463000000,119.0,Pretty Woman,33.07142857142857
3694,3694,4500000,Comedy Crime,en,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""The Ladd Company"", ""id"": 7965}]",1984-03-22,146198896,96.0,Police Academy,32.488643555555555
1108,1108,2600000,Animation Family,en,"[{""name"": ""RKO Radio Pictures"", ""id"": 6}, {""name"": ""Walt Disney Productions"", ""id"": 3166}]",1940-02-23,84300000,88.0,Pinocchio,32.42307692307692
3735,3735,4000000,Comedy,en,"[{""name"": ""Melvin Simon Productions"", ""id"": 2124}, {""name"": ""Astral Bellevue Path\u00e9"", ""id"": 10313}]",1981-11-13,125728258,94.0,Porky's,31.4320645
3334,3334,7500000,Comedy Drama Romance,en,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Mandate Pictures"", ""id"": 771}]",2007-12-05,231411584,96.0,Juno,30.854877866666666
3987,3987,2800000,Comedy Science Fiction,en,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Crossbow Productions"", ""id"": 1296}, {""name"": ""Gruskoff/Venture Films"", ""id"": 1297}, {""name"": ""Jouer Limited"", ""id"": 1298}]",1974-12-15,86273333,106.0,Young Frankenstein,30.811904642857144
3444,3444,6000000,Romance,en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Robert Stigwood Organization (RSO)"", ""id"": 3978}]",1978-07-07,181813770,110.0,Grease,30.302295
3738,3738,4000000,Drama,en,"[{""name"": ""American Zoetrope"", ""id"": 70}]",2003-08-31,119723856,102.0,Lost in Translation,29.930964
1990,1990,18000000,Adventure Action Science Fiction,en,"[{""name"": ""Lucasfilm"", ""id"": 1}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]",1980-05-17,538400000,124.0,The Empire Strikes Back,29.91111111111111
3895,3895,3000000,Science Fiction Horror Thriller,en,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Why Not Productions"", ""id"": 729}, {""name"": ""Platinum Dunes"", ""id"": 2481}, {""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""20th Century Fox Russia"", ""id"": 18065}]",2013-05-31,89328627,86.0,The Purge,29.776209
3526,3526,5500000,Comedy Crime Drama,en,"[{""name"": ""Universal Pictures"", ""id"": 33}]",1973-12-25,159616327,129.0,The Sting,29.021150363636362
3563,3563,5000000,Horror,en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""Room 101"", ""id"": 6302}, {""name"": ""Solana Films"", ""id"": 21223}]",2012-10-17,142817992,95.0,Paranormal Activity 4,28.5635984
